关系中文名称,关系英文名称,反关系中文名称,反关系英文名称,对象1中文名称,对象1英文名称,对象2中文名称,对象2英文名称
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通异网侵扰量,GlobalSystemCompetitorInvasionVolume
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通联通异网侵扰量,GlobalSystemChinaUnicomInvasionVolume
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通电信异网侵扰量,GlobalSystemChinaTelecomInvasionVolume
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,成员资费侵扰,MemberTariffIntrusion
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,终端号卡侵扰,TerminalSIMCardIntrusion
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通融合客户到期续约数,NumberofRenewedGoToneConvergedCustomersUponExpiration
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通融合客户到期续约率,RenewalRateofGoToneConvergedCustomersUponExpiration
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通宽带客户到期续约数,NumberofRenewedGoToneBroadbandCustomersUponExpiration
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通宽带客户到期续约率,RenewalRateofGoToneBroadbandCustomersUponExpiration
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通权益客户到期续约数,NumberofRenewedGoToneBenefitCustomersUponExpiration
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通权益客户到期续约率,RenewalRateofGoToneBenefitCustomersUponExpiration
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通终端客户到期续约数,NumberofRenewedGoToneTerminalCustomersUponExpiration
包含,includes,属于,isPartof,中类E3：到期续约管理,RenewalManagementUponExpiration,全球通终端客户到期续约率,RenewalRateofGoToneTerminalCustomersUponExpiration
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,终端硬合约规模,TerminalHardContractScale
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,硬合约率,HardContractRate
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,低饱和无硬合约,LowSaturationWithoutHardContracts
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,全球通低饱和客户占比,ProportionofLowSaturationGoToneCustomers
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,大网低饱和客户占比,ProportionofLowSaturationNetworkCustomers
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,低饱和客户群组业务策略数量,NumberofBusinessStrategiesforLowSaturationCustomerGroups
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,低饱和客户触达量,LowSaturationCustomerReachVolume
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,低饱和归位万能副卡,UniversalSecondaryCardReorientationforLowSaturationCustomers
包含,includes,属于,isPartof,中类E1：策略触达与执行,StrategyReachandExecution,低饱和归位爱家产品计划,AijiaProductPlanReorientationforLowSaturationCustomers
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,硬合约客户规模,ScaleofHardContractCustomers
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,中高饱和有宽,MediumHighSaturationwithBroadband
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,中高端客户到达规模,MidtoHighEndCustomerReachScale
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,中高端客户净增,NetIncreaseinMidtoHighEndCustomers
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,FTTR发展到达规模,FTTRDevelopmentReachScale
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,FTTR发展净增,NetIncreaseinFTTRDevelopment
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,移动高清发展到达规模,MobileHDDevelopmentReachScale
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,云电脑发展到达规模,CloudComputerDevelopmentReachScale
包含,includes,属于,isPartof,中类A2：客户规模与结构,CustomerScaleandStructure,APP客户活跃规模,ActiveAPPCustomerScale
包含,includes,属于,isPartof,中类B2：业务渗透与融合,BusinessPenetrationandConvergence,APP客户渗透率,APPCustomerPenetrationRate
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,三大计划参与率,ParticipationRateofThreeMajorPlans
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通升级计划参与客户量,NumberofParticipantsinGoToneUpgradePlan
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,全球通升级计划参与率,ParticipationRateofGoToneUpgradePlan
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,网龄回馈计划参与客户量,NumberofParticipantsinNetworkAgeRewardPlan
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,网龄回馈计划参与率,ParticipationRateofNetworkAgeRewardPlan
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,移动爱家计划参与客户量,NumberofParticipantsinMobileAijiaPlan
包含,includes,属于,isPartof,中类B1：升降档经营,UpgradeandDowngradeOperation,移动爱家计划参与率,ParticipationRateofMobileAijiaPlan
包含,includes,属于,isPartof,中类C3：挽留能力评估,RetentionCapabilityEvaluation,全球通携出客户综合挽留数量,NumberofComprehensiveRetentionsforGoTonePortingOutCustomers
包含,includes,属于,isPartof,中类C3：挽留能力评估,RetentionCapabilityEvaluation,全球通携出客户综合挽留率,ComprehensiveRetentionRateforGoTonePortingOutCustomers
包含,includes,属于,isPartof,中类C3：挽留能力评估,RetentionCapabilityEvaluation,拆机综合挽留成功率,ComprehensiveRetentionSuccessRateforServiceCancellations
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通携出意向规模,ScaleofGoTonePortingOutIntent
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通携出意向客户占比,ProportionofGoToneCustomerswithPortingOutIntent
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,携出风险占比,ProportionofPortingOutRisk
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通携出数量,NumberofGoTonePortingOutCases
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通携出率,GoTonePortingOutRate
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,成员携出规模,MemberPortingOutScale
包含,includes,属于,isPartof,中类C3：挽留能力评估,RetentionCapabilityEvaluation,携出处理及时率,TimelinessRateofPortingOutProcessing
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,携出查码工单量,PortingOutCodeInquiryWorkOrderVolume
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,携出接通率,PortingOutConnectionRate
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通携出客户品牌转换量,NumberofBrandConversionsAmongGoTonePortingOutCustomers
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通携出客户品牌转换占比,ProportionofBrandConversionsAmongGoTonePortingOutCustomers
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通异网携出规模,GlobalSystemCrossnetworkPortoutScale
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通异网携出占比,ProportionofGoTonePortingOuttoOtherNetworks
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通电信携出规模,GlobalSystemChinaTelecomPortoutScale
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通电信携出占比,ProportionofGoTonePortingOuttoChinaTelecom
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通联通携出规模,GlobalSystemChinaUnicomPortoutScale
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通联通携出占比,ProportionofGoTonePortingOuttoChinaUnicom
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通拆机意向客户占比,ProportionofGoToneCustomerswithServiceCancellationIntent
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通拆机意向规模,ScaleofGoToneServiceCancellationIntent
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,全球通拆机意向工单数,NumberofWorkOrdersforGoToneServiceCancellationIntent
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,全球通拆机意向分公司工单数,NumberofWorkOrdersforGoToneServiceCancellationIntentbyBranch
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通拆机率,GoToneServiceCancellationRate
包含,includes,属于,isPartof,中类C2：实际流失分析,ActualChurnAnalysis,全球通拆机规模,GlobalSystemDisconnectionScale
包含,includes,属于,isPartof,中类C3：挽留能力评估,RetentionCapabilityEvaluation,拆机处理及时率,TimelinessRateofServiceCancellationProcessing
包含,includes,属于,isPartof,中类E2：服务运营效能,ServiceOperationEfficiency,拆机接通率,ServiceCancellationConnectionRate
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通离网意向客户占比,ProportionofGoToneCustomerswithChurnIntent
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通离网规模,GlobalSystemChurnScale
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,全球通离网率,GoToneChurnRate
包含,includes,属于,isPartof,中类C1：流失风险预警,ChurnRiskEarlyWarning,离网风险,DisconnectionRisk
影响,affects,被影响,isAffectedby,总客户量,TotalCustomerVolume,总收入,TotalRevenue
影响,affects,被影响,isAffectedby,全球通规模保有率,GlobalSystemRetentionRate,收入保有率,RevenueRetentionRate
影响,affects,被影响,isAffectedby,全球通总客户数量,TotalGlobalSystemCustomerCount,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,全球通宽带潜在客户数,PotentialGlobalSystemBroadbandCustomers,全球通新客数量,NewGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通权益潜在客户数,PotentialGlobalSystemPrivilegeCustomers,全球通新客数量,NewGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通终端潜在客户数,PotentialGlobalSystemTerminalCustomers,全球通新客数量,NewGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通老客数量,ExistingGlobalSystemCustomerCount,全球通老客户收入占比,RevenueContributionRateofExistingGlobalSystemCustomers
影响,affects,被影响,isAffectedby,全球通客户宽带客户数,NumberofGlobalSystemBroadbandCustomers,全球通宽带客户收入占比,RevenueContributionRateofGlobalSystemBroadbandCustomers
影响,affects,被影响,isAffectedby,全球通客户权益客户数,NumberofGlobalSystemPrivilegeCustomers,全球通权益客户收入占比,RevenueContributionRateofGlobalSystemPrivilegeCustomers
影响,affects,被影响,isAffectedby,全球通客户终端客户数,NumberofGlobalSystemTerminalCustomers,全球通终端客户收入占比,RevenueContributionRateofGlobalSystemTerminalCustomers
影响,affects,被影响,isAffectedby,全球通融合客户规模,GlobalSystemConvergedCustomerScale,全球通融合客户收入占比,RevenueContributionRateofGlobalSystemConvergedCustomers
影响,affects,被影响,isAffectedby,全球通升档规模,GlobalSystemUpgradeScale,全球通老客数量,ExistingGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通降档规模,GlobalSystemDowngradeScale,全球通老客数量,ExistingGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount,全球通老客数量,ExistingGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通异网携出规模,GlobalSystemCrossnetworkPortoutScale,全球通老客数量,ExistingGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通拆机规模,GlobalSystemDisconnectionScale,全球通老客数量,ExistingGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通离网规模,GlobalSystemChurnScale,全球通老客数量,ExistingGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通异网侵扰量,GlobalSystemCompetitorInvasionVolume,全球通异网携出规模,GlobalSystemCrossnetworkPortoutScale
影响,affects,被影响,isAffectedby,全球通宽带客户收入占比,RevenueContributionRateofGlobalSystemBroadbandCustomers,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,全球通权益客户收入占比,RevenueContributionRateofGlobalSystemPrivilegeCustomers,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,全球通终端客户收入占比,RevenueContributionRateofGlobalSystemTerminalCustomers,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,全球通融合客户收入占比,RevenueContributionRateofGlobalSystemConvergedCustomers,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,总客户影响,TotalCustomerImpact,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,全球通总客户占比,ProportionofTotalGoToneCustomers,全球通规模保有率,GlobalSystemRetentionRate
影响,affects,被影响,isAffectedby,全球通客户流量使用总量,TotalDataUsageofGoToneCustomers,手机上网流量份额,MobileDataUsageShare
影响,affects,被影响,isAffectedby,全球通新客数量,NewGlobalSystemCustomerCount,出账客户净增,NetIncreaseinBillingCustomers
影响,affects,被影响,isAffectedby,全球通新客占比,ProportionofNewGoToneCustomers,全球通总客户占比,ProportionofTotalGoToneCustomers
影响,affects,被影响,isAffectedby,开新降/销/拆旧,NewActivationDowngradeCancellationDisconnectionofOldServices,全球通老客数量,ExistingGlobalSystemCustomerCount
影响,affects,被影响,isAffectedby,全球通老客占比,ProportionofExistingGoToneCustomers,全球通总客户占比,ProportionofTotalGoToneCustomers
影响,affects,被影响,isAffectedby,出账客户到达规模,BillingCustomerReachScale,出账客户ARPU,ARPUofBillingCustomers
影响,affects,被影响,isAffectedby,出账客户净增,NetIncreaseinBillingCustomers,出账客户到达规模,BillingCustomerReachScale
影响,affects,被影响,isAffectedby,全球通宽带潜在客户占比,ProportionofPotentialGoToneBroadbandCustomers,全球通宽带渗透率,GoToneBroadbandPenetrationRate
影响,affects,被影响,isAffectedby,新号无宽带客户规模量,ScaleofNewNumberCustomersWithoutBroadband,宽带类策略数量,NumberofBroadbandRelatedStrategies
影响,affects,被影响,isAffectedby,中高饱和无宽带,MediumHighSaturationWithoutBroadband,宽带类触达量,BroadbandRelatedReachVolume
影响,affects,被影响,isAffectedby,全球通权益潜在客户占比,ProportionofPotentialGoToneBenefitCustomers,权益渗透率,BenefitPenetrationRate
影响,affects,被影响,isAffectedby,低饱和无权益,LowSaturationWithoutBenefits,权益类触达量,BenefitRelatedReachVolume
影响,affects,被影响,isAffectedby,全球通终端潜在客户占比,ProportionofPotentialGoToneTerminalCustomers,终端硬件融合率,TerminalHardwareConvergenceRate
影响,affects,被影响,isAffectedby,存号无宽客户规模量,ScaleofRetainedNumberCustomersWithoutBroadband,固移融合率,FixedMobileConvergenceRate
影响,affects,被影响,isAffectedby,终端换机潜在需求客户,CustomerswithPotentialDemandforTerminalReplacement,终端硬件类触达量,TerminalHardwareRelatedReachVolume
影响,affects,被影响,isAffectedby,十年以上网龄客户,CustomerswithMoreThan10YearsofNetworkAge,网龄回馈计划参与客户量,NumberofParticipantsinNetworkAgeRewardPlan
影响,affects,被影响,isAffectedby,两年以上未换机客户,CustomersWhoHaveNotReplacedTerminalsforMoreThan2Years,终端换机潜在需求客户,CustomerswithPotentialDemandforTerminalReplacement
影响,affects,被影响,isAffectedby,终端可营销客户,MarketableTerminalCustomers,终端硬件类触达量,TerminalHardwareRelatedReachVolume
影响,affects,被影响,isAffectedby,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware,智家办理量,SmartHomeServiceSubscriptionVolume
影响,affects,被影响,isAffectedby,云电脑偏好客户,CustomerswithPreferenceforCloudComputers,云电脑发展到达规模,CloudComputerDevelopmentReachScale
影响,affects,被影响,isAffectedby,安防偏好客户,CustomerswithPreferenceforSecurityProducts,智家办理量,SmartHomeServiceSubscriptionVolume
影响,affects,被影响,isAffectedby,网络优化偏好客户,CustomerswithPreferenceforNetworkOptimization,宽带新增,NewBroadbandSubscriptions
影响,affects,被影响,isAffectedby,门锁类偏好客户,CustomerswithPreferenceforDoorLockProducts,智家办理量,SmartHomeServiceSubscriptionVolume
影响,affects,被影响,isAffectedby,康养类偏好客户,CustomerswithPreferenceforHealthCareProducts,智家办理量,SmartHomeServiceSubscriptionVolume
影响,affects,被影响,isAffectedby,宠物类需求客户,CustomerswithDemandforPetRelatedProducts,智家办理量,SmartHomeServiceSubscriptionVolume
影响,affects,被影响,isAffectedby,热线商机甩单工单数量,NumberofHotlineBusinessOpportunityTransferWorkOrders,热线商机甩单处理率,ProcessingRateofHotlineBusinessOpportunityTransfers
影响,affects,被影响,isAffectedby,热线商机甩单处理率,ProcessingRateofHotlineBusinessOpportunityTransfers,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,意图商机识别工单数量,NumberofIntentionalBusinessOpportunityIdentificationWorkOrders,意图商机识别处理率,ProcessingRateofIntentionalBusinessOpportunityIdentification
影响,affects,被影响,isAffectedby,意图商机识别处理率,ProcessingRateofIntentionalBusinessOpportunityIdentification,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,宽带质量差移机无覆盖等,PoorBroadbandQualityandRelocationWithoutCoverage,全球通宽带大网满意度,GoToneBroadbandNetworkSatisfaction
影响,affects,被影响,isAffectedby,宽带类策略数量,NumberofBroadbandRelatedStrategies,宽带类触达量,BroadbandRelatedReachVolume
影响,affects,被影响,isAffectedby,宽带类触达量,BroadbandRelatedReachVolume,宽带新增,NewBroadbandSubscriptions
影响,affects,被影响,isAffectedby,宽带新增,NewBroadbandSubscriptions,全球通客户宽带客户数,NumberofGlobalSystemBroadbandCustomers
影响,affects,被影响,isAffectedby,云宽带,CloudBroadband,全球通宽带渗透率,GoToneBroadbandPenetrationRate
影响,affects,被影响,isAffectedby,全球通宽带渗透率,GoToneBroadbandPenetrationRate,全球通客户宽带客户融合率,GoToneCustomerBroadbandCustomerConvergenceRate
影响,affects,被影响,isAffectedby,固移融合率,FixedMobileConvergenceRate,全球通客户宽带客户融合率,GoToneCustomerBroadbandCustomerConvergenceRate
影响,affects,被影响,isAffectedby,存宽迁移客户规模量,ScaleofExistingBroadbandMigrationCustomers,云宽迁移,CloudBroadbandMigration
影响,affects,被影响,isAffectedby,云宽迁移,CloudBroadbandMigration,全球通融合客户规模,GlobalSystemConvergedCustomerScale
影响,affects,被影响,isAffectedby,高价值权益发展,DevelopmentofHighValueBenefits,全球通权益客户收入占比,RevenueContributionRateofGlobalSystemPrivilegeCustomers
影响,affects,被影响,isAffectedby,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits,权益类触达量,BenefitRelatedReachVolume
影响,affects,被影响,isAffectedby,99PLUS规模,99PLUSPlanScale,全球通客户权益融合率,GoToneCustomerBenefitConvergenceRate
影响,affects,被影响,isAffectedby,全球通客户权益融合率,GoToneCustomerBenefitConvergenceRate,权益渗透率,BenefitPenetrationRate
影响,affects,被影响,isAffectedby,权益渗透率,BenefitPenetrationRate,权益渗透客户规模,ScaleofBenefitPenetratedCustomers
影响,affects,被影响,isAffectedby,权益渗透客户规模,ScaleofBenefitPenetratedCustomers,全球通客户权益客户数,NumberofGlobalSystemPrivilegeCustomers
影响,affects,被影响,isAffectedby,全球通权益活跃度,GoToneBenefitActivityRate,权益活跃客户规模,ScaleofActiveBenefitCustomers
影响,affects,被影响,isAffectedby,权益活跃客户规模,ScaleofActiveBenefitCustomers,全球通客户权益客户数,NumberofGlobalSystemPrivilegeCustomers
影响,affects,被影响,isAffectedby,权益类策略数量,NumberofBenefitRelatedStrategies,权益类触达量,BenefitRelatedReachVolume
影响,affects,被影响,isAffectedby,权益类触达量,BenefitRelatedReachVolume,权益渗透客户规模,ScaleofBenefitPenetratedCustomers
影响,affects,被影响,isAffectedby,全球通融合客户占比,ProportionofGoToneConvergedCustomers,全球通客户宽移融合率,GoToneCustomerBroadbandMobileConvergenceRate
影响,affects,被影响,isAffectedby,全球通客户宽带客户融合率,GoToneCustomerBroadbandCustomerConvergenceRate,全球通融合客户规模,GlobalSystemConvergedCustomerScale
影响,affects,被影响,isAffectedby,有效融合率,EffectiveConvergenceRate,全球通客户宽移融合率,GoToneCustomerBroadbandMobileConvergenceRate
影响,affects,被影响,isAffectedby,全球通客户宽移融合率,GoToneCustomerBroadbandMobileConvergenceRate,全球通融合客户规模,GlobalSystemConvergedCustomerScale
影响,affects,被影响,isAffectedby,固移融合资费侵扰,FixedMobileConvergenceTariffIntrusion,全球通异网侵扰量,GlobalSystemCompetitorInvasionVolume
影响,affects,被影响,isAffectedby,全球通客户终端客户融合率,GoToneCustomerTerminalCustomerConvergenceRate,终端硬件融合率,TerminalHardwareConvergenceRate
影响,affects,被影响,isAffectedby,终端硬件类策略数量,NumberofTerminalHardwareRelatedStrategies,终端硬件类触达量,TerminalHardwareRelatedReachVolume
影响,affects,被影响,isAffectedby,终端硬件类触达量,TerminalHardwareRelatedReachVolume,终端硬件办理量,TerminalHardwareSubscriptionVolume
影响,affects,被影响,isAffectedby,终端硬件融合率,TerminalHardwareConvergenceRate,全球通客户终端客户数,NumberofGlobalSystemTerminalCustomers
影响,affects,被影响,isAffectedby,视频偏好客户,CustomerswithPreferenceforVideoServices,权益类策略数量,NumberofBenefitRelatedStrategies
影响,affects,被影响,isAffectedby,音乐偏好客户,CustomerswithPreferenceforMusicServices,权益类策略数量,NumberofBenefitRelatedStrategies
影响,affects,被影响,isAffectedby,餐饮美食偏好客户,CustomerswithPreferenceforCateringandFood,权益类策略数量,NumberofBenefitRelatedStrategies
影响,affects,被影响,isAffectedby,购物商超偏好客户,CustomerswithPreferenceforShoppingMallsandSupermarkets,权益类策略数量,NumberofBenefitRelatedStrategies
影响,affects,被影响,isAffectedby,出行偏好客户,CustomerswithPreferenceforTravelServices,权益类策略数量,NumberofBenefitRelatedStrategies
影响,affects,被影响,isAffectedby,权益未活跃客户,InactiveBenefitCustomers,权益类触达量,BenefitRelatedReachVolume
影响,affects,被影响,isAffectedby,全球通升档率,GoToneUpgradingRate,全球通升档规模,GlobalSystemUpgradeScale
影响,affects,被影响,isAffectedby,全球通降档率,GoToneDowngradingRate,全球通降档规模,GlobalSystemDowngradeScale
影响,affects,被影响,isAffectedby,全球通降档总数量,TotalNumberofGoToneDowngrades,全球通总降档率,TotalGoToneDowngradingRate
影响,affects,被影响,isAffectedby,全球通总降档率,TotalGoToneDowngradingRate,全球通降档规模,GlobalSystemDowngradeScale
影响,affects,被影响,isAffectedby,全球通降档一降到底数量,NumberofGoToneFullDowngradeCases,一降到底损收,RevenueLossfromFullDowngrades
影响,affects,被影响,isAffectedby,全球通降档一降到底降档率,GoToneFullDowngradeRate,全球通降档一降到底数量,NumberofGoToneFullDowngradeCases
影响,affects,被影响,isAffectedby,升降档比,UpgradingDowngradingRatio,保拓比,RetentionDevelopmentRatio
影响,affects,被影响,isAffectedby,降档意向客户,CustomerswithDowngradeIntent,降档风险,DowngradeRisk
影响,affects,被影响,isAffectedby,降档风险,DowngradeRisk,全球通降档规模,GlobalSystemDowngradeScale
影响,affects,被影响,isAffectedby,降档损收,RevenueLossfromDowngrades,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers,全球通老客户留存收入占比,ProportionofRetentionRevenuefromExistingGoToneCustomers
影响,affects,被影响,isAffectedby,全球通老客留存占比,ProportionofRetainedExistingGoToneCustomers,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
影响,affects,被影响,isAffectedby,通信客户到达规模,CommunicationCustomerReachScale,全球通总客户占比,ProportionofTotalGoToneCustomers
影响,affects,被影响,isAffectedby,通信客户净增,NetIncreaseinCommunicationCustomers,通信客户到达规模,CommunicationCustomerReachScale
影响,affects,被影响,isAffectedby,全球通老客流失占比,ProportionofChurnedExistingGoToneCustomers,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
影响,affects,被影响,isAffectedby,合约到期反弹,ReboundAfterContractExpiration,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
影响,affects,被影响,isAffectedby,总收入,TotalRevenue,收入保有率,RevenueRetentionRate
影响,affects,被影响,isAffectedby,收入保有率,RevenueRetentionRate,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,保拓比,RetentionDevelopmentRatio,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,总收入影响,TotalRevenueImpact,总收入,TotalRevenue
影响,affects,被影响,isAffectedby,全球通总收入,TotalGlobalSystemRevenue,全球通总收入占比,ProportionofTotalGoToneRevenue
影响,affects,被影响,isAffectedby,全球通总收入占比,ProportionofTotalGoToneRevenue,全球通规模保有率,GlobalSystemRetentionRate
影响,affects,被影响,isAffectedby,全球通老客户ARPU,ARPUofExistingGoToneCustomers,全球通老客户收入占比,RevenueContributionRateofExistingGlobalSystemCustomers
影响,affects,被影响,isAffectedby,全球通老客户收入占比,RevenueContributionRateofExistingGlobalSystemCustomers,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,出账客户ARPU,ARPUofBillingCustomers,出账客户份额,BillingCustomerShare
影响,affects,被影响,isAffectedby,出账客户份额,BillingCustomerShare,出账客户到达规模,BillingCustomerReachScale
影响,affects,被影响,isAffectedby,全球通宽带客户ARPU,ARPUofGoToneBroadbandCustomers,全球通宽带客户收入占比,RevenueContributionRateofGlobalSystemBroadbandCustomers
影响,affects,被影响,isAffectedby,全球通权益客户ARPU,ARPUofGoToneBenefitCustomers,全球通权益客户收入占比,RevenueContributionRateofGlobalSystemPrivilegeCustomers
影响,affects,被影响,isAffectedby,全球通融合客户ARPU,ARPUofGoToneConvergedCustomers,全球通融合客户收入占比,RevenueContributionRateofGlobalSystemConvergedCustomers
影响,affects,被影响,isAffectedby,全球通终端客户ARPU,ARPUofGoToneTerminalCustomers,全球通终端客户收入占比,RevenueContributionRateofGlobalSystemTerminalCustomers
影响,affects,被影响,isAffectedby,月均升档客户提升金额（元）,AverageMonthlyRevenueIncreaseperUpgradedCustomer_RMB,全球通老客户ARPU,ARPUofExistingGoToneCustomers
影响,affects,被影响,isAffectedby,月均一降到底单客户提升金额,AverageMonthlyRevenueChangeperFullDowngradeCustomer,一降到底损收,RevenueLossfromFullDowngrades
影响,affects,被影响,isAffectedby,一降到底损收,RevenueLossfromFullDowngrades,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,月均降档单客户提升金额,AverageMonthlyRevenueChangeperDowngradedCustomer,降档金额,DowngradeAmount
影响,affects,被影响,isAffectedby,降档金额,DowngradeAmount,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,单客容降档金额,MaximumAllowableDowngradeAmountperCustomer,降档风险,DowngradeRisk
影响,affects,被影响,isAffectedby,全球通老客户留存ARPU,RetainedARPUofExistingGoToneCustomers,全球通老客户留存收入占比,ProportionofRetentionRevenuefromExistingGoToneCustomers
影响,affects,被影响,isAffectedby,全球通老客户留存收入占比,ProportionofRetentionRevenuefromExistingGoToneCustomers,全球通总收入,TotalGlobalSystemRevenue
